Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2021-06-07,17.554248809814453,17.74703820489032,17.12956674334457,17.506675722418404,575756000
2021-06-08,17.392841339111328,17.556736040763386,17.18759717009018,17.462832709701473,323848000
2021-06-09,17.298416137695312,17.5144200997862,17.196270441472134,17.45537445495699,381656000
2021-06-10,17.36493492126465,17.43170530908903,17.1167945825232,17.290194588207186,287772000
2021-06-11,17.763805389404297,17.877412740518896,17.38362021079101,17.41924641470844,416308000
2021-06-14,17.956640243530273,17.97731876578179,17.601868346834245,17.84427977971432,321376000
2021-06-15,17.727184295654297,17.954150035131732,17.666893640244776,17.85324933990934,243032000
2021-06-16,17.748859405517578,17.892862060192925,17.523887570749032,17.7294277906978,307124000
2021-06-17,18.592941284179688,18.770078247109847,17.695047795899175,17.713234404849683,809656000
2021-06-18,18.574504852294922,19.308217023143403,18.519943127082154,18.71925451472753,968856000
2021-06-21,18.363733291625977,18.472607738221978,17.761317116263903,18.37170513870822,672384000
2021-06-22,18.82164764404297,18.898383795362612,18.32262411331532,18.407830114038756,580144000
2021-06-23,18.991558074951172,19.086729825944072,18.842573513046347,18.942229189755093,332356000
2021-06-24,19.139301300048828,19.3530623779209,19.022455001453505,19.161475733042387,320924000
2021-06-25,18.96540069580078,19.278817427102744,18.829371801358914,19.21404094846536,278364000
2021-06-28,19.91611671447754,20.00954357887379,19.252411904857897,19.29451595908237,495436000
2021-06-29,19.957721710205078,20.02947213929642,19.589245203319127,19.813968049037626,367632000
2021-06-30,19.933551788330078,20.093000115257194,19.795279984425818,19.93031286945108,326568000
2021-07-01,20.142330169677734,20.38548859722356,19.949994640023817,20.055630160644014,480136000
2021-07-02,20.416379928588867,20.434568434216665,20.217817481948444,20.369791959842154,342764000
2021-07-06,20.627153396606445,20.77015813867355,20.280104352666278,20.666018525350328,446708000
2021-07-07,20.301530838012695,20.803046315753402,20.261918703161886,20.781620788688226,418428000
2021-07-08,19.83414649963379,20.063602249461436,19.632843115344528,19.788056528694977,503300000
2021-07-09,19.98114013671875,20.01103741735003,19.686160857432892,19.893693109398352,296624000
2021-07-12,20.441795349121094,20.46197396708829,20.118163846582572,20.170233652591747,321984000
2021-07-13,20.18019676208496,20.390718871936702,20.04466588340788,20.330177323660422,290708000
2021-07-14,19.773103713989258,20.3473673991596,19.684660708468368,20.287574757322712,380100000
